"Año","sistema","tiempo de operación en minutos","minutos de falla","tiempo entre falla y falla","humedad del equipo","correctivos realizados","temperatura","Vibración","cantidad de elementos"
"2025","ABCS","71553712","0","0","0","7","0","0","0"
"2023","BALANZAS","54680184","0","0","0","8","0","0","0"
"2024","SEMAFOROS","113286728","0","0","0","13","0","0","0"
"2025","PAS","117585616","0","0","0","11","0","0","0"
"2023","FIDS","123741680","0","0","0","11","0","0","0"
"2022","PIDS","73536520","0","0","0","9","0","0","0"
"2024","FIBROLASER","242855920","4960","0","0","13","0","0","0"
"2025","AGENTE LIMPIO","169715224","0","0","0","8","0","0","0"
"2023","ACS","109711784","0","0","0","11","0","0","0"
"2022","SCADA MEP","171067632","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","176283696","0","0","0","13","0","0","0"
"2025","BMS","170004224","0","0","0","8","0","0","0"
"2023","SCADA MEP","179599408","0","0","0","12","0","0","2"
"2024","SCADA ELECTRICO","145311040","0","0","0","16","0","0","0"
"2025","DACI","57006824","0","0","0","24","0","0","0"
"2023","FASI","200827536","0","0","0","9","0","0","0"
"2022","ABCS","18735096","0","100","0","16","0","0","24"
"2024","BALANZAS","156197488","0","0","0","11","0","0","0"
"2025","SEMAFOROS","90132896","0","0","0","12","0","0","0"
"2023","PAS","141314680","0","0","0","11","0","0","3"
"2022","FIDS","154007872","0","0","0","10","0","0","0"
"2024","PIDS","182236760","0","0","0","9","0","0","0"
"2025","FIBROLASER","176680576","0","0","0","7","0","0","0"
"2023","AGENTE LIMPIO","192659464","0","0","0","14","0","0","0"
"2024","ACS","52547800","0","0","0","8","0","0","0"
"2025","SCADA MEP","137261088","0","0","0","13","0","0","0"
"2023","SCADA ELECTRICO","48366144","0","0","0","9","0","0","0"
"2022","BMS","154805608","0","0","0","14","0","0","0"
"2024","SCADA MEP","86245976","0","0","0","11","0","0","0"
"2025","SCADA ELECTRICO","59012152","0","0","0","13","0","0","0"
"2023","BMS","204867520","0","0","0","10","0","0","0"
"2022","SCADA MEP","199170368","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","68491456","0","0","0","24","0","0","0"
"2025","DACI","127052392","0","0","0","12","0","0","0"
"2023","FASI","84456432","0","0","0","11","0","0","0"
"2024","ABCS","197543936","0","0","0","9","0","0","1"
"2025","BALANZAS","243887072","0","0","0","7","0","0","0"
"2023","SEMAFOROS","126980544","0","0","0","12","0","0","0"
"2022","PAS","116560184","0","0","0","9","0","0","0"
"2024","FIDS","13375616","0","0","0","12","0","0","0"
"2025","PIDS","229928576","0","0","25","16","0","0","0"
"2023","FIBROLASER","116161744","0","0","0","9","0","0","1"
"2022","AGENTE LIMPIO","64241192","0","0","0","11","0","0","0"
"2024","ACS","181551568","0","0","6","11","0","0","0"
"2025","SCADA MEP","198748808","0","0","0","24","0","0","0"
"2023","SCADA ELECTRICO","206384544","0","0","0","9","0","0","0"
"2024","BMS","76084592","0","0","0","7","0","0","0"
"2025","SCADA MEP","69591968","0","0","0","24","0","0","0"
"2023","SCADA ELECTRICO","13085480","0","0","0","8","0","0","1"
"2022","DACI","155559768","0","0","0","16","0","0","0"
"2024","FASI","85019344","0","0","0","9","0","0","3"
"2025","ABCS","108895096","0","0","0","10","0","0","2"
"2023","BALANZAS","49263816","0","0","0","8","0","0","0"
"2022","SEMAFOROS","169064136","0","0","0","13","0","0","0"
"2024","PAS","165467440","0","0","0","8","0","0","0"
"2025","FIDS","33789800","0","0","0","9","0","0","0"
"2023","PIDS","203653672","0","0","0","12","0","0","0"
"2024","FIBROLASER","211957760","0","0","0","12","0","0","0"
"2025","AGENTE LIMPIO","145244576","0","0","0","11","0","0","0"
"2023","ACS","152307176","0","0","0","10","0","0","0"
"2022","SCADA MEP","224549048","0","0","0","9","0","0","0"
"2024","SCADA ELECTRICO","236174112","0","0","0","12","0","0","0"
"2025","BMS","125480768","0","0","0","9","0","0","0"
"2023","SCADA MEP","199426888","0","0","0","10","0","0","0"
"2022","SCADA ELECTRICO","60105352","0","0","0","25","0","0","0"
"2024","BMS","169058096","0","0","0","8","0","0","0"
"2025","SCADA MEP","63669880","0","0","5","16","0","0","0"
"2023","SCADA ELECTRICO","213031608","0","0","13","7","0","0","0"
"2024","DACI","186038392","0","0","6","9","0","0","3"
"2025","FASI","50157120","0","0","0","14","0","0","5"
"2023","ABCS","183879552","0","8","1","14","0","0","1080"
"2022","BALANZAS","70775040","0","0","0","9","0","0","0"
"2024","SEMAFOROS","149857608","0","0","0","4","0","0","0"
"2025","PAS","241237720","0","0","0","2","0","0","0"
"2023","FIDS","137450888","0","0","0","8","0","0","0"
"2022","PIDS","229332288","0","0","0","2","0","0","3"
"2024","FIBROLASER","152703072","0","0","0","16","0","0","1"
"2025","AGENTE LIMPIO","155280136","0","0","0","13","0","0","0"
"2023","ACS","91475480","0","2","0","25","0","0","0"
"2024","SCADA MEP","145392376","0","12","6","7","0","0","269"
"2025","SCADA ELECTRICO","92424136","0","377","0","7","0","0","222"
"2023","BMS","176558624","0","0","0","4","0","0","0"
"2022","SCADA MEP","60433864","5560","0","51","10","48","48","0"
"2024","SCADA ELECTRICO","166274320","0","0","0","25","0","0","0"
"2025","DACI","185178960","0","0","0","7","0","0","3"
"2023","FASI","207723240","0","0","0","6","0","0","0"
"2022","ABCS","195704528","0","0","0","7","0","0","1"
"2024","BALANZAS","99173712","0","0","6","7","0","0","0"
"2025","SEMAFOROS","61606144","992","11","2","4","0","0","70"
"2023","PAS","46668536","0","0","0","7","0","0","0"
"2024","FIDS","168192472","0","1","5","3","0","0","0"
"2025","PIDS","29618352","0","0","0","7","0","0","4"
"2023","FIBROLASER","160716760","0","0","6","7","0","0","0"
"2022","AGENTE LIMPIO","200497824","0","0","6","4","8","8","1"
"2024","ACS","202965792","0","0","0","5","0","0","0"
"2025","SCADA MEP","24673016","112","0","0","4","0","0","0"
"2023","SCADA ELECTRICO","1166808","0","0","0","9","0","0","1"
"2022","BMS","113361680","0","0","0","12","0","0","0"
"2024","SCADA MEP","91444696","0","0","0","9","0","0","0"
"2025","SCADA ELECTRICO","86155208","0","0","0","13","0","0","0"
"2023","BMS","241033912","0","0","0","10","0","0","22"
"2024","SCADA MEP","196878448","0","0","17","64","0","0","2"
"2025","SCADA ELECTRICO","46780840","0","1","6","12","0","0","0"
"2023","DACI","145705544","0","4","0","98","0","0","20"
"2022","FASI","101109064","0","0","0","12","0","0","0"
"2024","ABCS","123327560","0","0","0","5","0","0","1"
"2025","BALANZAS","242140232","0","0","0","22","0","0","0"
"2023","SEMAFOROS","231611456","0","0","0","10","0","0","1"
"2022","PAS","169297248","0","0","0","9","0","0","0"
"2024","FIDS","40353600","0","0","0","21","0","0","0"
"2025","PIDS","140721192","0","8","0","58","0","0","2"
"2023","FIBROLASER","29461000","0","0","0","5","8","8","0"
"2024","AGENTE LIMPIO","18424912","0","0","0","63","0","0","0"
"2025","ACS","50765192","0","0","0","59","0","0","1"
"2023","SCADA MEP","5478480","0","0","0","7","0","0","0"
"2022","SCADA ELECTRICO","55433040","0","0","0","22","0","0","0"
"2024","BMS","133373552","0","0","0","16","0","0","4"
"2025","SCADA MEP","228781608","0","0","0","35","0","0","0"
"2023","SCADA ELECTRICO","166048112","0","0","0","13","0","0","0"
"2022","DACI","127899984","0","0","0","15","0","0","0"
"2024","FASI","106375448","0","62","0","95","0","0","145"
"2025","ABCS","59523760","0","0","0","9","0","0","0"
"2023","BALANZAS","203707888","0","0","0","9","0","0","2"
"2024","SEMAFOROS","186704136","0","0","0","8","0","0","0"
"2025","PAS","79747352","72","0","6","6","8","8","2"
"2023","FIDS","11625504","0","0","0","9","0","0","0"
"2022","PIDS","67923280","0","0","0","10","0","0","0"
"2024","FIBROLASER","235599120","0","1","0","8","0","0","0"
"2025","AGENTE LIMPIO","197245280","0","0","0","11","0","0","0"
"2023","ACS","233729960","16","0","0","7","0","0","0"
"2022","SCADA MEP","45664136","0","0","0","5","0","0","0"
"2024","SCADA ELECTRICO","125168000","0","0","0","11","0","0","0"
"2025","BMS","37837056","0","0","0","7","0","0","0"
"2023","SCADA MEP","162193888","0","0","0","6","0","0","1"
"2024","SCADA ELECTRICO","88242808","0","0","0","6","0","0","0"
"2025","BMS","4566464","0","0","0","8","0","0","0"
"2023","SCADA MEP","150045152","0","0","0","6","0","0","0"
"2022","SCADA ELECTRICO","25348496","0","0","0","17","0","0","0"
"2024","DACI","16585848","0","0","0","6","0","0","1"
"2025","FASI","100908496","0","0","0","11","0","0","0"
"2023","ABCS","150987232","0","0","0","11","0","0","0"
"2022","BALANZAS","123419128","360","0","0","6","0","0","1"
"2024","SEMAFOROS","128215776","0","0","0","7","0","0","1"
"2025","PAS","9334216","0","0","0","68","0","0","0"
"2023","FIDS","138966296","0","0","0","11","0","0","4"
"2024","PIDS","98465816","0","0","0","7","0","0","0"
"2025","FIBROLASER","25243032","0","0","0","7","0","0","10"
"2023","AGENTE LIMPIO","188651040","0","0","0","29","0","0","3"
"2022","ACS","102324240","0","0","0","61","0","0","0"
"2024","SCADA MEP","89858840","0","0","6","6","0","0","0"
"2025","SCADA ELECTRICO","208176424","0","0","0","32","0","0","1"
"2023","BMS","213426104","0","0","0","5","0","0","0"
"2022","SCADA MEP","115686192","0","0","0","8","0","0","0"
"2024","SCADA ELECTRICO","178435976","0","0","0","6","0","0","0"
"2025","DACI","123664400","0","0","0","6","0","0","0"
"2023","FASI","55494896","0","0","0","5","0","0","0"
"2024","ABCS","210021816","0","0","6","9","0","0","0"
"2025","BALANZAS","7253976","0","0","0","13","0","0","0"
"2023","SEMAFOROS","64291960","0","1","6","9","0","0","33"
"2022","PAS","73898592","0","0","0","11","0","0","0"
"2024","FIDS","1765736","0","0","0","7","0","0","0"
"2025","PIDS","208150640","0","0","0","14","0","0","0"
"2023","FIBROLASER","93335304","0","0","0","8","0","0","0"
"2022","AGENTE LIMPIO","73768200","0","0","0","8","0","0","7"
"2024","ACS","242532488","0","25","0","4","0","0","400"
"2025","SCADA MEP","193505144","0","0","0","6","0","0","0"
"2023","SCADA ELECTRICO","163185568","0","0","0","8","0","0","0"
"2024","BMS","215652096","0","0","6","11","0","0","2"
"2025","SCADA MEP","149636888","0","0","0","16","0","0","0"
"2023","SCADA ELECTRICO","123236336","0","0","0","5","0","0","0"
"2022","BMS","4502688","0","0","0","11","0","0","0"
"2024","SCADA MEP","128693200","792","0","8","6","0","0","0"
"2025","SCADA ELECTRICO","177003496","0","0","0","11","0","0","0"
"2023","DACI","130853120","0","0","15","10","0","0","0"
"2022","FASI","28754712","0","0","0","35","0","0","2"
"2024","ABCS","27479328","0","0","0","33","0","0","0"
"2025","BALANZAS","59684104","0","0","6","35","0","0","0"
"2023","SEMAFOROS","88663720","0","0","0","37","0","0","0"
"2024","PAS","5236712","0","0","2","33","0","0","0"
"2025","FIDS","54830624","0","0","0","20","0","0","0"
"2023","PIDS","31814680","0","0","0","12","0","0","0"
"2022","FIBROLASER","4091240","0","0","0","14","0","0","0"
"2024","AGENTE LIMPIO","36774752","0","0","0","35","0","0","1"
"2025","ACS","167275352","0","0","0","12","0","0","1"
"2023","SCADA MEP","221761312","0","0","0","32","0","0","0"
"2022","SCADA ELECTRICO","108745624","0","0","0","10","0","0","0"
"2024","BMS","134806248","0","0","0","36","0","0","0"
"2025","SCADA MEP","41481448","0","0","0","14","0","0","0"
"2023","SCADA ELECTRICO","185403491","64776","0","26","30","8","8","0"
"2024","DACI","208576224","0","0","2","40","0","0","10"
"2025","FASI","88542560","0","0","0","5","0","0","0"
"2023","ABCS","180819432","0","0","0","6","0","0","0"
"2022","BALANZAS","179059296","0","0","31","8","0","0","0"
"2024","SEMAFOROS","213430168","0","0","0","31","0","0","2"
"2025","PAS","83173304","0","0","0","12","0","0","0"
"2023","FIDS","77573944","0","0","0","14","0","0","0"
"2022","PIDS","187201168","0","0","0","20","0","0","0"
"2024","FIBROLASER","103406336","0","0","0","36","0","0","0"
"2025","AGENTE LIMPIO","216424008","0","0","0","6","0","0","0"
"2023","ACS","12639488","4768","0","0","10","0","0","0"
"2024","SCADA MEP","162973840","0","0","0","35","0","0","0"
"2025","SCADA ELECTRICO","164095168","0","0","0","9","0","0","0"
"2023","BMS","84680776","0","1","0","30","0","0","1"
"2022","SCADA MEP","149497936","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","115192632","0","0","0","32","0","0","2"
"2025","BMS","15096496","0","0","0","13","0","0","0"
"2023","SCADA MEP","105646616","0","0","26","14","0","0","0"
"2022","SCADA ELECTRICO","138593368","0","0","0","13","0","0","0"
"2024","DACI","176631856","0","0","6","17","0","0","0"
"2025","FASI","78748536","944","0","0","10","0","0","0"
"2023","ABCS","38676456","600","0","10","33","0","0","0"
"2024","BALANZAS","188705712","0","0","0","7","0","0","0"
"2025","SEMAFOROS","95200320","0","0","0","30","0","0","1"
"2023","PAS","236841032","0","0","0","8","0","0","0"
"2022","FIDS","38699120","0","0","0","9","0","0","2"
"2024","PIDS","112724984","0","0","0","7","0","0","0"
"2025","FIBROLASER","76335720","0","0","34","30","0","0","0"
"2023","AGENTE LIMPIO","155139184","0","0","0","11","0","0","0"
"2022","ACS","182057832","0","0","0","37","0","0","3"
"2024","SCADA MEP","20594272","112","0","0","36","0","0","0"
"2025","SCADA ELECTRICO","190372704","0","0","0","33","0","0","0"
"2023","BMS","139147720","0","0","6","31","0","0","0"
"2024","SCADA MEP","54184680","0","0","0","13","0","0","0"
"2025","SCADA ELECTRICO","94259680","0","0","0","12","0","0","0"
"2023","DACI","166546952","0","0","0","5","0","0","0"
"2022","FASI","36825208","0","0","0","21","0","0","0"
"2024","ABCS","15179720","0","0","0","90","0","0","0"
"2025","BALANZAS","144224632","0","0","0","9","0","0","0"
"2023","SEMAFOROS","147997976","0","0","0","7","0","0","120"
"2022","PAS","30414760","0","0","0","10","0","0","0"
"2024","FIDS","179057664","0","0","0","7","0","0","0"
"2025","PIDS","55593160","0","0","0","19","0","0","0"
"2023","FIBROLASER","236879112","0","56","0","12","0","0","0"
"2024","AGENTE LIMPIO","29906184","0","0","0","4","0","0","4"
"2025","ACS","36854256","0","0","0","9","0","0","2"
"2023","SCADA MEP","202417864","0","0","0","35","0","0","0"
"2022","SCADA ELECTRICO","52298320","0","0","0","15","0","0","0"
"2024","BMS","85479624","0","11","0","13","0","0","6"
"2025","SCADA MEP","239456296","0","0","0","12","0","0","0"
"2023","SCADA ELECTRICO","105079944","0","0","0","12","0","0","1"
"2022","BMS","116116288","0","0","0","12","0","0","0"
"2024","SCADA MEP","96804152","0","5","0","9","0","0","0"
"2025","SCADA ELECTRICO","170907544","6328","0","7","10","0","0","0"
"2023","DACI","99755832","0","0","0","7","0","0","0"
"2024","FASI","166176048","0","0","0","7","0","0","2"
"2025","ABCS","142481520","0","0","0","12","0","0","0"
"2023","BALANZAS","114118312","0","0","0","7","0","0","0"
"2022","SEMAFOROS","99220624","0","0","0","14","0","0","0"
"2024","PAS","174052456","0","0","0","11","0","0","0"
"2025","FIDS","229341912","0","0","0","8","0","0","0"
"2023","PIDS","127246992","0","0","2","10","0","0","9"
"2022","FIBROLASER","129791344","0","0","0","8","0","0","0"
"2024","AGENTE LIMPIO","90463784","0","0","0","8","0","0","0"
"2025","ACS","30932488","0","0","0","13","0","0","0"
"2023","SCADA MEP","2697888","0","0","0","3","0","0","0"
"2024","SCADA ELECTRICO","44362048","160","0","0","6","0","0","0"
"2025","BMS","115738944","0","0","0","8","0","0","0"
"2023","SCADA MEP","110247384","1064","0","38","13","0","0","0"
"2022","SCADA ELECTRICO","37260216","0","0","1","6","0","0","3"
"2024","DACI","103963784","0","0","6","6","0","0","0"
"2025","FASI","34912488","0","0","0","10","0","0","0"
"2023","ABCS","23766320","0","0","0","7","0","0","4"
"2022","BALANZAS","226894384","1552","0","0","12","0","0","0"
"2024","SEMAFOROS","22987328","0","0","0","12","0","0","0"
"2025","PAS","108442392","0","2","0","12","0","0","41"
"2023","FIDS","193938760","0","0","0","9","0","0","1"
"2024","PIDS","25032720","6264","0","0","13","0","0","0"
"2025","FIBROLASER","53828000","0","0","0","6","0","0","0"
"2023","AGENTE LIMPIO","169323192","0","0","0","8","0","0","0"
"2022","ACS","212066328","0","0","0","6","0","0","0"
"2024","SCADA MEP","142032928","0","34","0","6","0","0","8"
"2025","SCADA ELECTRICO","196112264","0","0","0","12","0","0","0"
"2023","BMS","176230480","0","0","0","6","0","0","0"
"2022","SCADA MEP","218331848","0","0","0","7","0","0","0"
"2024","SCADA ELECTRICO","196837352","0","0","0","10","0","0","7"
"2025","BMS","78556416","0","0","0","13","0","0","0"
"2023","SCADA MEP","226982064","0","0","0","11","0","0","0"
"2024","SCADA ELECTRICO","197766920","0","0","0","6","0","0","0"
"2025","DACI","181785960","0","0","0","11","0","0","0"
"2023","FASI","208528880","0","0","0","7","0","0","1"
"2022","ABCS","226827456","0","0","0","6","0","0","0"
"2024","BALANZAS","100067568","0","0","0","6","0","0","1"
"2025","SEMAFOROS","155604320","0","0","0","8","0","0","0"
"2023","PAS","135597248","0","0","0","9","0","0","0"
"2022","FIDS","190203784","0","0","0","12","0","0","0"
"2024","PIDS","19847352","440","0","0","6","0","0","1"
"2025","FIBROLASER","161946400","4072","0","0","13","0","0","0"
"2023","AGENTE LIMPIO","63732264","0","0","0","12","0","0","0"
"2024","ACS","37792288","0","0","0","7","0","0","0"
"2025","SCADA MEP","122177208","4240","0","16","11","0","0","0"
"2023","SCADA ELECTRICO","24214144","0","0","0","13","0","0","0"
"2022","BMS","191763984","0","0","0","13","0","0","0"
"2024","SCADA MEP","129164320","0","1","0","8","0","0","7"
"2025","SCADA ELECTRICO","13780944","0","0","0","15","0","0","0"
"2023","DACI","126447040","0","0","0","5","0","0","0"
"2022","FASI","56991888","0","0","0","6","0","0","1"
"2024","ABCS","217280160","0","0","0","7","0","0","1"
"2025","BALANZAS","214266384","0","0","0","13","0","0","0"
"2023","SEMAFOROS","108596032","0","0","0","11","0","0","1"
"2024","PAS","205623488","0","0","0","8","0","0","0"
"2025","FIDS","186610208","0","0","0","6","0","0","0"
"2023","PIDS","227213792","0","0","0","11","0","0","0"
"2022","FIBROLASER","73820080","0","0","0","5","0","0","0"
"2024","AGENTE LIMPIO","0","0","0","0","12","0","0","0"
"2025","ACS","25795496","0","0","0","16","0","0","0"
"2023","SCADA MEP","174533488","0","0","0","9","0","0","0"
"2022","SCADA ELECTRICO","184145040","0","0","0","6","0","0","0"
"2024","BMS","30720400","0","0","0","10","0","0","0"
"2025","SCADA MEP","13494176","0","0","0","9","0","0","0"
"2023","SCADA ELECTRICO","9556952","0","0","0","11","0","0","0"
"2024","BMS","214650840","0","0","0","7","0","0","5"
"2025","SCADA MEP","175031320","0","0","0","11","0","0","0"
"2023","SCADA ELECTRICO","141941680","0","0","0","7","0","0","0"
"2022","DACI","165583552","0","0","0","13","0","0","0"
